# HD 209458, TESS 2-minute cadence, TESS Sector 56
# time is days from the first measurement, flux is normalised
time,flux
1.308331,0.9999518
1.309720,1.0002258
1.311109,1.0004104
1.312497,0.9996399
1.313886,0.9998567
1.315275,0.9999783
1.316664,1.0008173
1.318053,1.0001474
1.319442,1.0001578
1.320831,0.9999540
1.322220,1.0000449
1.323609,1.0001284
1.324997,1.0004416
1.326386,0.9998216
1.327775,1.0001611
1.329164,1.0005016
1.330553,0.9998610
1.331942,1.0002920
1.333331,0.9998928
1.334720,0.9999792
1.336108,0.9996455
1.337497,1.0001932
1.338886,0.9997851
1.340275,1.0000611
1.341664,0.9996614
1.343053,0.9999800
1.344442,1.0004368
1.345831,1.0000600
1.347220,0.9998247
1.348608,1.0002428
1.349997,0.9997206
1.351386,0.9992188
1.352775,1.0003397
1.354164,0.9995108
1.355553,0.9997564
1.356942,1.0005946
1.358331,1.0001751
1.359719,0.9995465
1.361108,1.0001397
1.362497,0.9997437
1.363886,0.9994173
1.365275,1.0003265
1.366664,1.0000088
1.368053,0.9996983
1.369442,0.9996189
1.370831,1.0003216
1.372219,1.0002240
1.373608,1.0000729
1.374997,1.0001301
1.376386,1.0004884
1.377775,1.0005432
1.379164,0.9998765
1.380553,1.0001177
1.381942,0.9997984
1.383330,1.0001649
1.384719,1.0004321
1.386108,1.0000085
1.387497,1.0007185
1.388886,1.0006012
1.390275,1.0000915
1.391664,0.9998169
1.393053,0.9997995
1.394442,0.9995164
1.395830,0.9997901
1.397219,0.9996892
1.398608,0.9998645
1.399997,1.0000438
1.401386,1.0000329
1.402775,0.9999810
1.404164,1.0004775
1.405553,0.9996665
1.406941,1.0005377
1.408330,1.0001012
1.409719,1.0001937
1.411108,0.9999337
1.412497,0.9998861
1.413886,1.0001529
1.415275,1.0008036
1.416664,1.0000176
1.418053,0.9997267
1.419441,0.9998576
1.420830,1.0001274
1.422219,0.9998790
1.423608,0.9998254
1.424997,1.0000366
1.426386,0.9998372
1.427775,1.0002401
1.429164,0.9995752
1.430553,0.9994085
1.431941,1.0001901
1.433330,1.0003450
1.434719,0.9993331
1.436108,0.9997723
1.437497,0.9992290
1.438886,1.0002539
1.440275,0.9999342
1.441664,1.0000088
1.443052,0.9999587
1.444441,1.0001211
1.445830,1.0003731
1.447219,0.9996110
1.448608,1.0005814
1.449997,0.9997316
1.451386,1.0002535
1.452775,0.9998398
1.454164,0.9998033
1.455552,0.9999289
1.456941,0.9990267
1.458330,0.9983020
1.459719,0.9977455
1.461108,0.9962504
1.462497,0.9955088
1.463886,0.9935323
1.465275,0.9923706
1.466663,0.9913504
1.468052,0.9897990
1.469441,0.9891058
1.470830,0.9878588
1.472219,0.9865590
1.473608,0.9861496
1.474997,0.9858233
1.476386,0.9860405
1.477775,0.9862555
1.479163,0.9861001
1.480552,0.9858393
1.481941,0.9852689
1.483330,0.9848397
1.484719,0.9850575
1.486108,0.9853218
1.487497,0.9850465
1.488886,0.9844540
1.490274,0.9848462
1.491663,0.9847359
1.493052,0.9847120
1.494441,0.9841787
1.495830,0.9841716
1.497219,0.9839702
1.498608,0.9844451
1.499997,0.9839647
1.501386,0.9840553
1.502774,0.9843925
1.504163,0.9839101
1.505552,0.9842076
1.506941,0.9841478
1.508330,0.9843145
1.509719,0.9841272
1.511108,0.9837209
1.512497,0.9837264
1.513885,0.9842684
1.515274,0.9843189
1.516663,0.9840315
1.518052,0.9837032
1.519441,0.9836529
1.520830,0.9840123
1.522219,0.9838542
1.523608,0.9841119
1.524997,0.9837543
1.526385,0.9838008
1.527774,0.9843782
1.529163,0.9838185
1.530552,0.9836299
1.531941,0.9842717
1.533330,0.9838539
1.534719,0.9839395
1.536108,0.9848825
1.537496,0.9844049
1.538885,0.9847083
